,text,tokens,stopWordsRemovedTokens,rawFeatures,features,topicDistribution
778,Ever heard of the Electronic Travel Authorization (eTA)? It's a new requirement for some visitors to Canada. ,"['ever', 'heard', 'of', 'the', 'electronic', 'travel', 'authorization', '(eta)?', ""it's"", 'a', 'new', 'requirement', 'for', 'some', 'visitors', 'to', 'canada.']","['ever', 'heard', 'electronic', 'travel', 'authorization', '(eta)?', 'new', 'requirement', 'visitors', 'canada.']","(2000,[25,43,200,394,612,1230,1269,1357,1594,1800],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[25,43,200,394,612,1230,1269,1357,1594,1800],[3.27232365931,0.0,5.25823914298,3.62063035358,0.0,5.25823914298,4.71924264225,5.12470775036,4.80625401924,4.02609546169])","[0.473508562008,0.526491437992]"
779,"Working Holiday Visa Canada - Holiday, Study &amp; Get Paid ","['working', 'holiday', 'visa', 'canada', '-', 'holiday,', 'study', '&amp;', 'get', 'paid']","['working', 'holiday', 'visa', 'canada', '-', 'holiday,', 'study', '&amp;', 'get', 'paid']","(2000,[541,558,778,849,970,1368,1488,1499,1929,1959],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[541,558,778,849,970,1368,1488,1499,1929,1959],[5.0069247147,3.25290557345,2.76149803555,4.56509196242,4.4315605698,5.41238982281,1.22779838274,2.40835874644,4.71924264225,4.02609546169])","[0.435138193316,0.564861806684]"
780,Infographic: How open immigration policies contribute to Canada's economic success,"['infographic:', 'how', 'open', 'immigration', 'policies', 'contribute', 'to', ""canada's"", 'economic', 'success']","['infographic:', 'open', 'immigration', 'policies', 'contribute', ""canada's"", 'economic', 'success']","(2000,[754,942,1144,1263,1425,1448,1617,1783],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[754,942,1144,1263,1425,1448,1617,1783],[3.44294917634,4.90156419904,3.90831242603,4.25971031287,0.0,1.19043413599,5.0069247147,4.20841701848])","[0.594095866583,0.405904133417]"
781,"@Gonshalo est?? bien, y c?_mo se eval?_a eso? Que requisitos deben tener? Aqu?_ un ej de pol?_tica en Canada... ","['@gonshalo', 'est??', 'bien,', 'y', 'c?_mo', 'se', 'eval?_a', 'eso?', 'que', 'requisitos', 'deben', 'tener?', 'aqu?_', 'un', 'ej', 'de', 'pol?_tica', 'en', 'canada...']","['@gonshalo', 'est??', 'bien,', 'y', 'c?_mo', 'se', 'eval?_a', 'eso?', 'que', 'requisitos', 'deben', 'tener?', 'aqu?_', 'un', 'ej', 'de', 'pol?_tica', 'en', 'canada...']","(2000,[187,315,324,373,651,1003,1037,1081,1098,1157,1281,1313,1676,1702,1778,1842,1849,1884,1897],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[187,315,324,373,651,1003,1037,1081,1098,1157,1281,1313,1676,1702,1778,1842,1849,1884,1897],[4.90156419904,4.63919993457,0.0,4.80625401924,5.41238982281,3.41995965812,0.0,5.25823914298,4.49609909093,4.71924264225,3.70764173057,4.71924264225,0.0,0.0,3.51526983792,5.0069247147,4.11310683868,5.41238982281,5.25823914298])","[0.496203944675,0.503796055325]"
782,Points per Factor Express Entry Points Summary ,"['points', 'per', 'factor', 'express', 'entry', 'points', 'summary']","['points', 'per', 'factor', 'express', 'entry', 'points', 'summary']","(2000,[341,390,1139,1263,1440,1887],[1.0,1.0,1.0,2.0,1.0,1.0])","(2000,[341,390,1139,1263,1440,1887],[5.25823914298,5.12470775036,3.83685346205,8.51942062574,5.25823914298,3.64880123055])","[0.55778746333,0.44221253667]"
783,Why #Tech Founders choose #Canada over #SiliconValley: ,"['why', '#tech', 'founders', 'choose', '#canada', 'over', '#siliconvalley:']","['#tech', 'founders', 'choose', '#canada', '#siliconvalley:']","(2000,[501,513,642,706,1193],[1.0,1.0,1.0,1.0,1.0])","(2000,[501,513,642,706,1193],[0.0,5.25823914298,2.99945667264,0.0,0.0])","[0.493774891159,0.506225108841]"
784,Canada's immigration policies play a big part in its economic success. ,"[""canada's"", 'immigration', 'policies', 'play', 'a', 'big', 'part', 'in', 'its', 'economic', 'success.']","[""canada's"", 'immigration', 'policies', 'play', 'big', 'part', 'economic', 'success.']","(2000,[173,280,598,740,754,1144,1263,1448],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[173,280,598,740,754,1144,1263,1448],[5.25823914298,4.90156419904,3.87194478186,4.90156419904,3.44294917634,3.90831242603,4.25971031287,1.19043413599])","[0.595182236839,0.404817763161]"
785,@petefrt @CR adopt Canada's immigration criteria.,"['@petefrt', '@cr', 'adopt', ""canada's"", 'immigration', 'criteria.']","['@petefrt', '@cr', 'adopt', ""canada's"", 'immigration', 'criteria.']","(2000,[646,754,1032,1448,1748,1921],[1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[646,754,1032,1448,1748,1921],[5.25823914298,3.44294917634,5.25823914298,1.19043413599,5.12470775036,5.41238982281])","[0.383644368617,0.616355631383]"
786,@IvanOlguin aca te dejo Requistos Inmigrantes para Canada. ,"['@ivanolguin', 'aca', 'te', 'dejo', 'requistos', 'inmigrantes', 'para', 'canada.']","['@ivanolguin', 'aca', 'te', 'dejo', 'requistos', 'inmigrantes', 'para', 'canada.']","(2000,[50,394,421,807,897,1606,1689,1850],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[50,394,421,807,897,1606,1689,1850],[0.0,3.62063035358,0.0,5.0069247147,4.49609909093,4.80625401924,0.0,4.56509196242])","[0.549891815534,0.450108184466]"
787,Class action lawsuit filed over failed Chinese immigrants ,"['class', 'action', 'lawsuit', 'filed', 'over', 'failed', 'chinese', 'immigrants']","['class', 'action', 'lawsuit', 'filed', 'failed', 'chinese', 'immigrants']","(2000,[238,468,534,1098,1439,1840,1935],[1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[238,468,534,1098,1439,1840,1935],[4.80625401924,2.99945667264,4.71924264225,4.49609909093,5.0069247147,4.63919993457,5.0069247147])","[0.324406012746,0.675593987254]"
788,@junaidnaeemir @MJibranNasir To them it didnt matter whether it was a court in Germany or an immigration ceremony in Canada,"['@junaidnaeemir', '@mjibrannasir', 'to', 'them', 'it', 'didnt', 'matter', 'whether', 'it', 'was', 'a', 'court', 'in', 'germany', 'or', 'an', 'immigration', 'ceremony', 'in', 'canada']","['@junaidnaeemir', '@mjibrannasir', 'didnt', 'matter', 'whether', 'court', 'germany', 'immigration', 'ceremony', 'canada']","(2000,[210,486,538,807,912,1290,1448,1488,1552,1779],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[210,486,538,807,912,1290,1448,1488,1552,1779],[0.0,5.41238982281,0.0,5.0069247147,5.12470775036,0.0,1.19043413599,1.22779838274,0.0,3.87194478186])","[0.521403104793,0.478596895207]"
789,"Dogmatic Pro-immigration folks in US, Canada, and Australia are very pragmatic.","['dogmatic', 'pro-immigration', 'folks', 'in', 'us,', 'canada,', 'and', 'australia', 'are', 'very', 'pragmatic.']","['dogmatic', 'pro-immigration', 'folks', 'us,', 'canada,', 'australia', 'pragmatic.']","(2000,[66,599,832,1031,1114,1402,1732],[1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[66,599,832,1031,1114,1402,1732],[5.12470775036,0.0,3.98527346717,0.0,0.0,5.12470775036,5.25823914298])","[0.513316932016,0.486683067984]"
790,#Ontario : #recrutement des #immigrants #francophones ,"['#ontario', ':', '#recrutement', 'des', '#immigrants', '#francophones']","['#ontario', ':', '#recrutement', 'des', '#immigrants', '#francophones']","(2000,[118,228,1161,1457,1926,1982],[1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[118,228,1161,1457,1926,1982],[4.4315605698,5.25823914298,0.0,5.25823914298,4.4315605698,0.0])","[0.563693964358,0.436306035642]"
791,"Devolving immigration powers to Scotland makes sense, given its demographic time-bomb (MPs are arguing today). Precedent with Canada/Quebec.","['devolving', 'immigration', 'powers', 'to', 'scotland', 'makes', 'sense,', 'given', 'its', 'demographic', 'time-bomb', '(mps', 'are', 'arguing', 'today).', 'precedent', 'with', 'canada/quebec.']","['devolving', 'immigration', 'powers', 'scotland', 'makes', 'sense,', 'given', 'demographic', 'time-bomb', '(mps', 'arguing', 'today).', 'precedent', 'canada/quebec.']","(2000,[46,202,302,546,1111,1148,1252,1325,1364,1377,1448,1549,1691,1983],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[46,202,302,546,1111,1148,1252,1325,1364,1377,1448,1549,1691,1983],[5.41238982281,4.49609909093,4.49609909093,0.0,5.41238982281,4.90156419904,4.90156419904,3.98527346717,5.12470775036,0.0,1.19043413599,0.0,5.25823914298,5.41238982281])","[0.575880580092,0.424119419908]"
792,@ANOMALY1 #canada doesn't want them and has some pretty tough immigration laws - try #Syria since they love open borders and you know...,"['@anomaly1', '#canada', ""doesn't"", 'want', 'them', 'and', 'has', 'some', 'pretty', 'tough', 'immigration', 'laws', '-', 'try', '#syria', 'since', 'they', 'love', 'open', 'borders', 'and', 'you', 'know...']","['@anomaly1', '#canada', 'want', 'pretty', 'tough', 'immigration', 'laws', '-', 'try', '#syria', 'since', 'love', 'open', 'borders', 'know...']","(2000,[29,159,240,585,609,621,642,1279,1448,1495,1499,1712,1783,1951,1993],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[29,159,240,585,609,621,642,1279,1448,1495,1499,1712,1783,1951,1993],[4.71924264225,4.80625401924,4.4315605698,4.71924264225,5.0069247147,5.41238982281,2.99945667264,4.11310683868,1.19043413599,5.41238982281,2.40835874644,4.25971031287,4.20841701848,5.25823914298,5.25823914298])","[0.494109698876,0.505890301124]"
793,"Info session abt Immigration in Canada Express Entry, on Dec. 15, at 6:00 PM at CRRAE-UMOA in Abidjan. To register: ","['info', 'session', 'abt', 'immigration', 'in', 'canada', 'express', 'entry,', 'on', 'dec.', '15,', 'at', '6:00', 'pm', 'at', 'crrae-umoa', 'in', 'abidjan.', 'to', 'register:']","['info', 'session', 'abt', 'immigration', 'canada', 'express', 'entry,', 'dec.', '15,', '6:00', 'pm', 'crrae-umoa', 'abidjan.', 'register:']","(2000,[23,249,315,468,498,938,980,1139,1405,1429,1448,1488,1746,1960],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[23,249,315,468,498,938,980,1139,1405,1429,1448,1488,1746,1960],[0.0,0.0,4.63919993457,2.99945667264,4.80625401924,4.63919993457,0.0,3.83685346205,0.0,5.41238982281,1.19043413599,1.22779838274,5.41238982281,0.0])","[0.625037582908,0.374962417092]"
794,Canada immigration untaxed online plugging advice: UMQ ,"['canada', 'immigration', 'untaxed', 'online', 'plugging', 'advice:', 'umq']","['canada', 'immigration', 'untaxed', 'online', 'plugging', 'advice:', 'umq']","(2000,[0,777,967,1169,1443,1448,1488],[1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[0,777,967,1169,1443,1448,1488],[4.31377753414,0.0,4.71924264225,0.0,0.0,1.19043413599,1.22779838274])","[0.549230416346,0.450769583654]"
795,"#Immigration #Overseas #Clients #Reviews, #Visa For #Canada &amp; #Australia Visit Here... ","['#immigration', '#overseas', '#clients', '#reviews,', '#visa', 'for', '#canada', '&amp;', '#australia', 'visit', 'here...']","['#immigration', '#overseas', '#clients', '#reviews,', '#visa', '#canada', '&amp;', '#australia', 'visit', 'here...']","(2000,[61,460,514,558,642,799,1074,1410,1467,1920],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[61,460,514,558,642,799,1074,1410,1467,1920],[3.02976202214,0.0,5.41238982281,3.25290557345,2.99945667264,4.31377753414,0.0,5.12470775036,5.12470775036,4.49609909093])","[0.600289267714,0.399710732286]"
796,Session d'info Immigration au Canada Entr?e Express 15 d?c.?? 18h au CRRAE-UMOA ?? Abidjan. Pour s'inscrire ,"['session', ""d'info"", 'immigration', 'au', 'canada', 'entr?e', 'express', '15', 'd?c.??', '18h', 'au', 'crrae-umoa', '??', 'abidjan.', 'pour', ""s'inscrire""]","['session', ""d'info"", 'immigration', 'au', 'canada', 'entr?e', 'express', '15', 'd?c.??', '18h', 'au', 'crrae-umoa', '??', 'abidjan.', 'pour', ""s'inscrire""]","(2000,[23,163,199,207,246,263,486,498,531,863,1139,1405,1448,1488,1678],[1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[23,163,199,207,246,263,486,498,531,863,1139,1405,1448,1488,1678],[0.0,5.12470775036,5.12470775036,5.41238982281,7.03053967584,4.63919993457,5.41238982281,4.80625401924,5.41238982281,4.31377753414,3.83685346205,0.0,1.19043413599,1.22779838274,4.37093594798])","[0.338331091404,0.661668908596]"
797,"Immigration Overseas Clients Reviews, Visa For Canada &amp;??Australia ","['immigration', 'overseas', 'clients', 'reviews,', 'visa', 'for', 'canada', '&amp;??australia']","['immigration', 'overseas', 'clients', 'reviews,', 'visa', 'canada', '&amp;??australia']","(2000,[148,367,778,1250,1448,1488,1724],[1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[148,367,778,1250,1448,1488,1724],[2.90008419883,5.12470775036,2.76149803555,5.41238982281,1.19043413599,1.22779838274,4.80625401924])","[0.505509527155,0.494490472845]"
798,Canada Promotes Immigration as Migrant Hunger Strike Continues ,"['canada', 'promotes', 'immigration', 'as', 'migrant', 'hunger', 'strike', 'continues']","['canada', 'promotes', 'immigration', 'migrant', 'hunger', 'strike', 'continues']","(2000,[1228,1329,1448,1488,1658,1724,1999],[1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[1228,1329,1448,1488,1658,1724,1999],[0.0,4.80625401924,1.19043413599,1.22779838274,0.0,4.80625401924,0.0])","[0.427822764569,0.572177235431]"
799,Canada Registration Authority Immigration Advisors ,"['canada', 'registration', 'authority', 'immigration', 'advisors']","['canada', 'registration', 'authority', 'immigration', 'advisors']","(2000,[246,361,1448,1488,1789],[1.0,1.0,1.0,1.0,1.0])","(2000,[246,361,1448,1488,1789],[3.51526983792,4.56509196242,1.19043413599,1.22779838274,5.25823914298])","[0.480695816799,0.519304183201]"
800,#Immigration #Overseas #PRVisa #Consultant for #Canada &amp; #Australia Visit Here... ,"['#immigration', '#overseas', '#prvisa', '#consultant', 'for', '#canada', '&amp;', '#australia', 'visit', 'here...']","['#immigration', '#overseas', '#prvisa', '#consultant', '#canada', '&amp;', '#australia', 'visit', 'here...']","(2000,[61,558,642,799,1074,1410,1467,1586,1694],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[61,558,642,799,1074,1410,1467,1586,1694],[3.02976202214,3.25290557345,2.99945667264,4.31377753414,0.0,5.12470775036,5.12470775036,3.98527346717,5.0069247147])","[0.60115378652,0.39884621348]"
801,Blame #America: Huge spike in US #Web #Traffic crashed #Canada's immigration site election night - Digital #Cameras??_ ,"['blame', '#america:', 'huge', 'spike', 'in', 'us', '#web', '#traffic', 'crashed', ""#canada's"", 'immigration', 'site', 'election', 'night', '-', 'digital', '#cameras??_']","['blame', '#america:', 'huge', 'spike', 'us', '#web', '#traffic', 'crashed', ""#canada's"", 'immigration', 'site', 'election', 'night', '-', 'digital', '#cameras??_']","(2000,[76,132,198,208,312,625,911,1138,1228,1304,1305,1448,1493,1499,1567,1891],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[76,132,198,208,312,625,911,1138,1228,1304,1305,1448,1493,1499,1567,1891],[4.56509196242,5.12470775036,5.25823914298,3.87194478186,4.71924264225,5.41238982281,4.90156419904,0.0,0.0,4.90156419904,5.41238982281,1.19043413599,5.12470775036,2.40835874644,0.0,5.12470775036])","[0.329654330728,0.670345669272]"
802,Contact #top_Visa_Consultancy_Service in #Delhi for inclusive assistance in #Australia_and_Canada_immigration_process.,"['contact', '#top_visa_consultancy_service', 'in', '#delhi', 'for', 'inclusive', 'assistance', 'in', '#australia_and_canada_immigration_process.']","['contact', '#top_visa_consultancy_service', '#delhi', 'inclusive', 'assistance', '#australia_and_canada_immigration_process.']","(2000,[69,666,700,1069,1724,1802],[1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[69,666,700,1069,1724,1802],[4.90156419904,3.73841338924,0.0,0.0,4.80625401924,5.25823914298])","[0.396813021857,0.603186978143]"
803,"""Our amazing DLG immigration lawyers Lorraine and Renee at the """"Get to Know New Brunswick Canada""""??_ ","['""our', 'amazing', 'dlg', 'immigration', 'lawyers', 'lorraine', 'and', 'renee', 'at', 'the', '""""get', 'to', 'know', 'new', 'brunswick', 'canada""""??_']","['""our', 'amazing', 'dlg', 'immigration', 'lawyers', 'lorraine', 'renee', '""""get', 'know', 'new', 'brunswick', 'canada""""??_']","(2000,[25,272,337,628,1101,1221,1258,1448,1678,1713,1779,1813],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[25,272,337,628,1101,1221,1258,1448,1678,1713,1779,1813],[3.27232365931,0.0,0.0,5.25823914298,0.0,0.0,4.31377753414,1.19043413599,4.37093594798,5.0069247147,3.87194478186,0.0])","[0.497702344394,0.502297655606]"
804,"MaRS CEO Ilse Treurnicht says immigration, attracting foreign investment key to Canada??s... ","['mars', 'ceo', 'ilse', 'treurnicht', 'says', 'immigration,', 'attracting', 'foreign', 'investment', 'key', 'to', 'canada??s...']","['mars', 'ceo', 'ilse', 'treurnicht', 'says', 'immigration,', 'attracting', 'foreign', 'investment', 'key', 'canada??s...']","(2000,[31,81,640,848,874,899,1046,1145,1355,1378,1877],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[31,81,640,848,874,899,1046,1145,1355,1378,1877],[4.90156419904,5.25823914298,5.25823914298,5.25823914298,0.0,4.4315605698,4.90156419904,4.71924264225,4.71924264225,3.87194478186,5.12470775036])","[0.268539784293,0.731460215707]"
805,"MaRS CEO Ilse Treurnicht says immigration, attracting foreign investment key to Canada??s... ","['mars', 'ceo', 'ilse', 'treurnicht', 'says', 'immigration,', 'attracting', 'foreign', 'investment', 'key', 'to', 'canada??s...']","['mars', 'ceo', 'ilse', 'treurnicht', 'says', 'immigration,', 'attracting', 'foreign', 'investment', 'key', 'canada??s...']","(2000,[31,81,640,848,874,899,1046,1145,1355,1378,1877],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[31,81,640,848,874,899,1046,1145,1355,1378,1877],[4.90156419904,5.25823914298,5.25823914298,5.25823914298,0.0,4.4315605698,4.90156419904,4.71924264225,4.71924264225,3.87194478186,5.12470775036])","[0.268539790713,0.731460209287]"
806,Canada Immigration &amp; Visas - iam (immigration and migration) ,"['canada', 'immigration', '&amp;', 'visas', '-', 'iam', '(immigration', 'and', 'migration)']","['canada', 'immigration', '&amp;', 'visas', '-', 'iam', '(immigration', 'migration)']","(2000,[292,558,897,1098,1200,1448,1488,1499],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[292,558,897,1098,1200,1448,1488,1499],[5.41238982281,3.25290557345,4.49609909093,4.49609909093,5.25823914298,1.19043413599,1.22779838274,2.40835874644])","[0.562814123482,0.437185876518]"
807,"@cartier_marie against controlled LEGAL immigration like, I don't know, Canada, UK, NZ, Australia, South Korea, Japan, Taiwan.","['@cartier_marie', 'against', 'controlled', 'legal', 'immigration', 'like,', 'i', ""don't"", 'know,', 'canada,', 'uk,', 'nz,', 'australia,', 'south', 'korea,', 'japan,', 'taiwan.']","['@cartier_marie', 'controlled', 'legal', 'immigration', 'like,', 'know,', 'canada,', 'uk,', 'nz,', 'australia,', 'south', 'korea,', 'japan,', 'taiwan.']","(2000,[194,480,593,622,832,926,969,1196,1282,1399,1448,1682,1707,1734],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[194,480,593,622,832,926,969,1196,1282,1399,1448,1682,1707,1734],[4.71924264225,5.12470775036,0.0,4.63919993457,3.98527346717,0.0,5.25823914298,5.12470775036,5.12470775036,5.25823914298,1.19043413599,0.0,0.0,5.12470775036])","[0.429475675157,0.570524324843]"
808,Great to join @MarkHolthe on the Immigration Law Podcast for a long chat about inadmissibility on security grounds: ,"['great', 'to', 'join', '@markholthe', 'on', 'the', 'immigration', 'law', 'podcast', 'for', 'a', 'long', 'chat', 'about', 'inadmissibility', 'on', 'security', 'grounds:']","['great', 'join', '@markholthe', 'immigration', 'law', 'podcast', 'long', 'chat', 'inadmissibility', 'security', 'grounds:']","(2000,[107,260,634,726,795,904,952,1146,1267,1448,1473],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[107,260,634,726,795,904,952,1146,1267,1448,1473],[5.41238982281,4.49609909093,5.25823914298,5.41238982281,5.25823914298,4.90156419904,4.37093594798,5.41238982281,0.0,1.19043413599,0.0])","[0.53108930463,0.46891069537]"
