,text,tokens,stopWordsRemovedTokens,rawFeatures,prediction
848,Join me on FB for #Sneak #Peek Friday http://t.co/3DK5zyYQ1F for my upcoming #novel To Reap a Whirlwind #fiction #historical #wip #amwriting,"['join', 'me', 'on', 'fb', 'for', '#sneak', '#peek', 'friday', 'http://t.co/3dk5zyyq1f', 'for', 'my', 'upcoming', '#novel', 'to', 'reap', 'a', 'whirlwind', '#fiction', '#historical', '#wip', '#amwriting']","['join', 'fb', '#sneak', '#peek', 'friday', 'http://t.co/3dk5zyyq1f', 'upcoming', '#novel', 'reap', 'whirlwind', '#fiction', '#historical', '#wip', '#amwriting']","(1048576,[27222,142810,243943,277476,533204,565507,670514,856897,865854,920761,923337,926197,961040,1021672],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
849,WAS Times: PawSox owners public return from whirlwind trip to Durham http://t.co/07nKMO7VaS,"['was', 'times:', 'pawsox', 'owners', 'public', 'return', 'from', 'whirlwind', 'trip', 'to', 'durham', 'http://t.co/07nkmo7vas']","['times:', 'pawsox', 'owners', 'public', 'return', 'whirlwind', 'trip', 'durham', 'http://t.co/07nkmo7vas']","(1048576,[150428,181986,358966,364680,393456,765264,843430,926197,1017394],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
850,@DrMartyFox     In the U.S. government and Libs made evil good and good evil. We will reap the whirlwind. Lord have mercy on us.,"['@drmartyfox', '', '', '', '', 'in', 'the', 'u.s.', 'government', 'and', 'libs', 'made', 'evil', 'good', 'and', 'good', 'evil.', 'we', 'will', 'reap', 'the', 'whirlwind.', 'lord', 'have', 'mercy', 'on', 'us.']","['@drmartyfox', '', '', '', '', 'u.s.', 'government', 'libs', 'made', 'evil', 'good', 'good', 'evil.', 'reap', 'whirlwind.', 'lord', 'mercy', 'us.']","(1048576,[30084,50660,56858,95296,433713,615131,665072,670514,684112,884388,899864,959400,963317,1035612],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0])",0
851,Back from Seattle Tacoma and Portland. Whirlwind! http://t.co/qwHINBni8e,"['back', 'from', 'seattle', 'tacoma', 'and', 'portland.', 'whirlwind!', 'http://t.co/qwhinbni8e']","['back', 'seattle', 'tacoma', 'portland.', 'whirlwind!', 'http://t.co/qwhinbni8e']","(1048576,[49331,282951,425867,918702,952583,965338],[1.0,1.0,1.0,1.0,1.0,1.0])",0
852,@VixMeldrew sounds like a whirlwind life!,"['@vixmeldrew', 'sounds', 'like', 'a', 'whirlwind', 'life!']","['@vixmeldrew', 'sounds', 'like', 'whirlwind', 'life!']","(1048576,[458657,470402,620110,650654,926197],[1.0,1.0,1.0,1.0,1.0])",0
853,I liked a @YouTube video http://t.co/a5YTAw9Vih S.O.S. Rona Guide - The Red Whirlwind,"['i', 'liked', 'a', '@youtube', 'video', 'http://t.co/a5ytaw9vih', 's.o.s.', 'rona', 'guide', '-', 'the', 'red', 'whirlwind']","['liked', '@youtube', 'video', 'http://t.co/a5ytaw9vih', 's.o.s.', 'rona', 'guide', '-', 'red', 'whirlwind']","(1048576,[32675,391081,398579,479046,568167,569819,605638,926197,981891,982801],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
854,I moved to England five years ago today. What a whirlwind of time it has been! http://t.co/eaSlGeA1B7,"['i', 'moved', 'to', 'england', 'five', 'years', 'ago', 'today.', 'what', 'a', 'whirlwind', 'of', 'time', 'it', 'has', 'been!', 'http://t.co/easlgea1b7']","['moved', 'england', 'five', 'years', 'ago', 'today.', 'whirlwind', 'time', 'been!', 'http://t.co/easlgea1b7']","(1048576,[5232,73140,383661,499502,536998,598761,826950,918970,926197,960566],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
855,Whirlwind Medusa Audio Snake: 16 microphone inputs 0 returns 150 ft http://t.co/mxkAlMQpdb http://t.co/8KZnhtYtt9,"['whirlwind', 'medusa', 'audio', 'snake:', '16', 'microphone', 'inputs', '0', 'returns', '150', 'ft', 'http://t.co/mxkalmqpdb', 'http://t.co/8kznhtytt9']","['whirlwind', 'medusa', 'audio', 'snake:', '16', 'microphone', 'inputs', '0', 'returns', '150', 'ft', 'http://t.co/mxkalmqpdb', 'http://t.co/8kznhtytt9']","(1048576,[108307,175329,191536,201031,208063,397289,471308,600598,794659,818675,900883,926197,983712],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
856,{INFO} Baekhyun and Suho will be attending the Idol Sports Championship on August 10th,"['{info}', 'baekhyun', 'and', 'suho', 'will', 'be', 'attending', 'the', 'idol', 'sports', 'championship', 'on', 'august', '10th']","['{info}', 'baekhyun', 'suho', 'attending', 'idol', 'sports', 'championship', 'august', '10th']","(1048576,[68474,256785,495019,555893,594229,712859,964129,982654,1014621],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
857,Cr: SYJEXO ,"['cr:', 'syjexo']","['cr:', 'syjexo']","(1048576,[357901,890377],[1.0,1.0])",0
858," http://t.co/oAZjPwUeYR""","['', 'http://t.co/oazjpwueyr""']","['', 'http://t.co/oazjpwueyr""']","(1048576,[397732,1035612],[1.0,1.0])",0
859,@byuwnbeki The sad eyes and tacit stories in your heart that night in which the whirlwind was raging,"['@byuwnbeki', 'the', 'sad', 'eyes', 'and', 'tacit', 'stories', 'in', 'your', 'heart', 'that', 'night', 'in', 'which', 'the', 'whirlwind', 'was', 'raging']","['@byuwnbeki', 'sad', 'eyes', 'tacit', 'stories', 'heart', 'night', 'whirlwind', 'raging']","(1048576,[52620,66092,102296,397024,794881,926197,1030880,1032255,1045100],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
860,My #mantra this morning!! Heading out to Make a whirlwind trip down south??_ https://t.co/geht4sKI86,"['my', '#mantra', 'this', 'morning!!', 'heading', 'out', 'to', 'make', 'a', 'whirlwind', 'trip', 'down', 'south??_', 'https://t.co/geht4ski86']","['#mantra', 'morning!!', 'heading', 'make', 'whirlwind', 'trip', 'south??_', 'https://t.co/geht4ski86']","(1048576,[351861,505916,529665,653030,747745,760875,843430,926197],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
861,Whirlwind that has lasted for more than an hour and still strong. A standstill in parts of middle east.,"['whirlwind', 'that', 'has', 'lasted', 'for', 'more', 'than', 'an', 'hour', 'and', 'still', 'strong.', 'a', 'standstill', 'in', 'parts', 'of', 'middle', 'east.']","['whirlwind', 'lasted', 'hour', 'still', 'strong.', 'standstill', 'parts', 'middle', 'east.']","(1048576,[33837,50287,315462,359777,560488,579602,622719,719178,926197],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
862,???? throwback Thurs ?? ????  Will You Still Love Me Tomorrow http://t.co/wmoyibWEc1 ??   @LucyMayOfficial  ?? ?? #Whirlwind http://t.co/0rsverLzTm,"['????', 'throwback', 'thurs', '??', '????', '', 'will', 'you', 'still', 'love', 'me', 'tomorrow', 'http://t.co/wmoyibwec1', '??', '', '', '@lucymayofficial', '', '??', '??', '#whirlwind', 'http://t.co/0rsverlztm']","['????', 'throwback', 'thurs', '??', '????', '', 'still', 'love', 'tomorrow', 'http://t.co/wmoyibwec1', '??', '', '', '@lucymayofficial', '', '??', '??', '#whirlwind', 'http://t.co/0rsverlztm']","(1048576,[34845,35543,171337,397213,553417,560488,639834,642124,668326,972912,1035612,1044362],[1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,4.0,1.0])",0
863,Last Second OutBid RT? http://t.co/KrNW0Wxhe5 30pcs 12mm Ab Resin Flower Whirlwind Flatback Rhinestone Wedding Decoration ?Please Fa,"['last', 'second', 'outbid', 'rt?', 'http://t.co/krnw0wxhe5', '30pcs', '12mm', 'ab', 'resin', 'flower', 'whirlwind', 'flatback', 'rhinestone', 'wedding', 'decoration', '?please', 'fa']","['last', 'second', 'outbid', 'rt?', 'http://t.co/krnw0wxhe5', '30pcs', '12mm', 'ab', 'resin', 'flower', 'whirlwind', 'flatback', 'rhinestone', 'wedding', 'decoration', '?please', 'fa']","(1048576,[54185,97618,126738,314041,353138,464251,478485,529669,538098,548433,673402,677675,732486,832186,895088,926197,934024],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
864,[VID]150806 Luhan From Luhan Studio Channel on YOUKU Update ,"['[vid]150806', 'luhan', 'from', 'luhan', 'studio', 'channel', 'on', 'youku', 'update']","['[vid]150806', 'luhan', 'luhan', 'studio', 'channel', 'youku', 'update']","(1048576,[10951,197628,258502,353647,653179,971469],[1.0,1.0,1.0,1.0,2.0,1.0])",0
865,"http://t.co/W7yeZkQlCJ http://t.co/C0QWZ0IshR""","['http://t.co/w7yezkqlcj', 'http://t.co/c0qwz0ishr""']","['http://t.co/w7yezkqlcj', 'http://t.co/c0qwz0ishr""']","(1048576,[687417,1009327],[1.0,1.0])",0
866,Two hours to get to a client meeting. Whirlwind of emotions with this #tubestrike,"['two', 'hours', 'to', 'get', 'to', 'a', 'client', 'meeting.', 'whirlwind', 'of', 'emotions', 'with', 'this', '#tubestrike']","['two', 'hours', 'get', 'client', 'meeting.', 'whirlwind', 'emotions', '#tubestrike']","(1048576,[15664,63409,129272,288767,362039,420994,697469,926197],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
867,Whirlwind Head Scissor on @alexhammerstone @kttape ktfounder #RemyMarcel #FroFroFro??_ https://t.co/B19z8Vi3td,"['whirlwind', 'head', 'scissor', 'on', '@alexhammerstone', '@kttape', 'ktfounder', '#remymarcel', '#frofrofro??_', 'https://t.co/b19z8vi3td']","['whirlwind', 'head', 'scissor', '@alexhammerstone', '@kttape', 'ktfounder', '#remymarcel', '#frofrofro??_', 'https://t.co/b19z8vi3td']","(1048576,[287378,295658,353280,363304,446860,446864,755769,926197,1036123],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
868,Feel like I've got no control of anything that goes on in my life at the minute. #whirlwind #drained,"['feel', 'like', ""i've"", 'got', 'no', 'control', 'of', 'anything', 'that', 'goes', 'on', 'in', 'my', 'life', 'at', 'the', 'minute.', '#whirlwind', '#drained']","['feel', 'like', 'got', 'control', 'anything', 'goes', 'life', 'minute.', '#whirlwind', '#drained']","(1048576,[172517,243728,277042,289300,293607,369954,470402,812396,848331,1044362],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
869,Richard returns after whirlwind few days http://t.co/L8W30WFW3R #MLB,"['richard', 'returns', 'after', 'whirlwind', 'few', 'days', 'http://t.co/l8w30wfw3r', '#mlb']","['richard', 'returns', 'whirlwind', 'days', 'http://t.co/l8w30wfw3r', '#mlb']","(1048576,[329133,496429,785910,811130,926197,983712],[1.0,1.0,1.0,1.0,1.0,1.0])",0
870,Set a new record.... 7 states in 4 days. I don't even know where I am when I wake up anymore. What a whirlwind! Loving every minute though.,"['set', 'a', 'new', 'record....', '7', 'states', 'in', '4', 'days.', 'i', ""don't"", 'even', 'know', 'where', 'i', 'am', 'when', 'i', 'wake', 'up', 'anymore.', 'what', 'a', 'whirlwind!', 'loving', 'every', 'minute', 'though.']","['set', 'new', 'record....', '7', 'states', '4', 'days.', 'even', 'know', 'wake', 'anymore.', 'whirlwind!', 'loving', 'every', 'minute', 'though.']","(1048576,[29945,31356,49331,156977,231448,322841,339243,388352,427097,492312,659821,699254,704960,927363,978405,1020310],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
871,reap the whirlwind,"['reap', 'the', 'whirlwind']","['reap', 'whirlwind']","(1048576,[670514,926197],[1.0,1.0])",0
872,@TheEmoBrago back doing another jitsu making a hexagon on the ground as you laid there.* 64 palms of whirlwind * I yelled as air began to +,"['@theemobrago', 'back', 'doing', 'another', 'jitsu', 'making', 'a', 'hexagon', 'on', 'the', 'ground', 'as', 'you', 'laid', 'there.*', '64', 'palms', 'of', 'whirlwind', '*', 'i', 'yelled', 'as', 'air', 'began', 'to', '+']","['@theemobrago', 'back', 'another', 'jitsu', 'making', 'hexagon', 'ground', 'laid', 'there.*', '64', 'palms', 'whirlwind', '*', 'yelled', 'air', 'began', '+']","(1048576,[64925,150093,294473,455491,509643,528621,595812,604746,712858,729617,766179,846274,884599,918702,926197,946175,973185],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
873,{{ whirlwind romance dress | in-store &amp; online }} #freshoutofthebox #getitbeforeitsgone #under50 #newnewnew... http://t.co/8BUTsC4ZyN,"['{{', 'whirlwind', 'romance', 'dress', '|', 'in-store', '&amp;', 'online', '}}', '#freshoutofthebox', '#getitbeforeitsgone', '#under50', '#newnewnew...', 'http://t.co/8butsc4zyn']","['{{', 'whirlwind', 'romance', 'dress', '|', 'in-store', '&amp;', 'online', '}}', '#freshoutofthebox', '#getitbeforeitsgone', '#under50', '#newnewnew...', 'http://t.co/8butsc4zyn']","(1048576,[4282,19136,197638,268556,527103,572018,609636,660456,737310,812490,889814,915590,926197,928412],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
874,@ckosova Read Whirlwind about this subject amongst others. The bomb saved millions of lives yes that's true.,"['@ckosova', 'read', 'whirlwind', 'about', 'this', 'subject', 'amongst', 'others.', 'the', 'bomb', 'saved', 'millions', 'of', 'lives', 'yes', ""that's"", 'true.']","['@ckosova', 'read', 'whirlwind', 'subject', 'amongst', 'others.', 'bomb', 'saved', 'millions', 'lives', 'yes', 'true.']","(1048576,[120511,238047,315714,316227,424957,526998,557684,648702,852485,857001,870411,926197],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
875,In @edfringe? We highly recommend @M00NF00L #Titania @Summerhallery A whirlwind reimagining /Shakespeare's Midsummer https://t.co/iIAIGZkbnJ,"['in', '@edfringe?', 'we', 'highly', 'recommend', '@m00nf00l', '#titania', '@summerhallery', 'a', 'whirlwind', 'reimagining', ""/shakespeare's"", 'midsummer', 'https://t.co/iiaigzkbnj']","['@edfringe?', 'highly', 'recommend', '@m00nf00l', '#titania', '@summerhallery', 'whirlwind', 'reimagining', ""/shakespeare's"", 'midsummer', 'https://t.co/iiaigzkbnj']","(1048576,[129613,240820,293848,315152,394263,449533,601917,662675,674982,893833,926197],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
876,The Whirlwind! Scourge of Europe! RT @whedonesque Or you could just watch the Fanged Four http://t.co/Q0JHDcU6Ly,"['the', 'whirlwind!', 'scourge', 'of', 'europe!', 'rt', '@whedonesque', 'or', 'you', 'could', 'just', 'watch', 'the', 'fanged', 'four', 'http://t.co/q0jhdcu6ly']","['whirlwind!', 'scourge', 'europe!', 'rt', '@whedonesque', 'watch', 'fanged', 'four', 'http://t.co/q0jhdcu6ly']","(1048576,[21588,49331,248305,336524,355451,429830,686489,839748,1040706],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
877,Whirlwind weekend #1 starts in 12 hours #cantwaittoplayinminneapolis,"['whirlwind', 'weekend', '#1', 'starts', 'in', '12', 'hours', '#cantwaittoplayinminneapolis']","['whirlwind', 'weekend', '#1', 'starts', '12', 'hours', '#cantwaittoplayinminneapolis']","(1048576,[18004,63409,465601,690450,926197,1022438,1045794],[1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
878,this week has been a whirlwind but this  is exactly what i imagined the nyc version of my career to be like,"['this', 'week', 'has', 'been', 'a', 'whirlwind', 'but', 'this', '', 'is', 'exactly', 'what', 'i', 'imagined', 'the', 'nyc', 'version', 'of', 'my', 'career', 'to', 'be', 'like']","['week', 'whirlwind', '', 'exactly', 'imagined', 'nyc', 'version', 'career', 'like']","(1048576,[267939,283750,364595,413069,459090,470402,525364,926197,1035612],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
879,MY GIRL GOT A GIRLFRIEND CHEVY BLUE LIKE WHIRLWIND.,"['my', 'girl', 'got', 'a', 'girlfriend', 'chevy', 'blue', 'like', 'whirlwind.']","['girl', 'got', 'girlfriend', 'chevy', 'blue', 'like', 'whirlwind.']","(1048576,[95296,188123,275925,293607,470402,703848,889480],[1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
880,#picthis http://t.co/br7gmMh5Ek ??? And I??m off! Thank you so much #Toronto. It has been such a whirlwind of amazingness. So glad I finall??_,"['#picthis', 'http://t.co/br7gmmh5ek', '???', 'and', 'i??m', 'off!', 'thank', 'you', 'so', 'much', '#toronto.', 'it', 'has', 'been', 'such', 'a', 'whirlwind', 'of', 'amazingness.', 'so', 'glad', 'i', 'finall??_']","['#picthis', 'http://t.co/br7gmmh5ek', '???', 'i??m', 'off!', 'thank', 'much', '#toronto.', 'whirlwind', 'amazingness.', 'glad', 'finall??_']","(1048576,[71322,76764,89721,132458,157661,231760,438485,470982,658419,755559,756788,926197],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
881,This past week has been an absolute whirlwind.... Athens bound,"['this', 'past', 'week', 'has', 'been', 'an', 'absolute', 'whirlwind....', 'athens', 'bound']","['past', 'week', 'absolute', 'whirlwind....', 'athens', 'bound']","(1048576,[211830,459090,484981,774843,988403,1031861],[1.0,1.0,1.0,1.0,1.0,1.0])",0
882,WIN: Lisowski whitewashes the Whirlwind 5-0 in round 2 of Shanghai Masters Quals! |  http://t.co/MLigPUHVOh #snooker http://t.co/TcS2Cd5y6y,"['win:', 'lisowski', 'whitewashes', 'the', 'whirlwind', '5-0', 'in', 'round', '2', 'of', 'shanghai', 'masters', 'quals!', '|', '', 'http://t.co/mligpuhvoh', '#snooker', 'http://t.co/tcs2cd5y6y']","['win:', 'lisowski', 'whitewashes', 'whirlwind', '5-0', 'round', '2', 'shanghai', 'masters', 'quals!', '|', '', 'http://t.co/mligpuhvoh', '#snooker', 'http://t.co/tcs2cd5y6y']","(1048576,[52498,139519,174897,274229,292544,477208,482011,718342,819579,865796,889814,926197,958521,998485,1035612],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
883,#HarperANetflixShow  Blazing Saddles  (a show about wild fires in Alberta),"['#harperanetflixshow', '', 'blazing', 'saddles', '', '(a', 'show', 'about', 'wild', 'fires', 'in', 'alberta)']","['#harperanetflixshow', '', 'blazing', 'saddles', '', '(a', 'show', 'wild', 'fires', 'alberta)']","(1048576,[412143,507875,529535,676563,762594,839202,891570,936296,1035612],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0])",0
884,As wild fires blacken northern California parched Harris County becomes tinder box.  https://t.co/i2lwTy5YuP,"['as', 'wild', 'fires', 'blacken', 'northern', 'california', 'parched', 'harris', 'county', 'becomes', 'tinder', 'box.', '', 'https://t.co/i2lwty5yup']","['wild', 'fires', 'blacken', 'northern', 'california', 'parched', 'harris', 'county', 'becomes', 'tinder', 'box.', '', 'https://t.co/i2lwty5yup']","(1048576,[7400,35590,67684,112936,165981,239338,469753,612922,615087,676563,834064,936296,1035612],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
885,?? #BREAKING: massive wild- and field fires reported throughout Germany! The most fires are in eastern #German http://t.co/4zSIy7EO2O,"['??', '#breaking:', 'massive', 'wild-', 'and', 'field', 'fires', 'reported', 'throughout', 'germany!', 'the', 'most', 'fires', 'are', 'in', 'eastern', '#german', 'http://t.co/4zsiy7eo2o']","['??', '#breaking:', 'massive', 'wild-', 'field', 'fires', 'reported', 'throughout', 'germany!', 'fires', 'eastern', '#german', 'http://t.co/4zsiy7eo2o']","(1048576,[199220,335533,370587,668326,748325,787531,833395,858487,901287,904821,936296,972387],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0])",0
886,We all complain about PA but atleast we don't have those wild fires taking our homes like north Cali or the floods in Florida right now,"['we', 'all', 'complain', 'about', 'pa', 'but', 'atleast', 'we', ""don't"", 'have', 'those', 'wild', 'fires', 'taking', 'our', 'homes', 'like', 'north', 'cali', 'or', 'the', 'floods', 'in', 'florida', 'right', 'now']","['complain', 'pa', 'atleast', 'wild', 'fires', 'taking', 'homes', 'like', 'north', 'cali', 'floods', 'florida', 'right']","(1048576,[77329,84382,116562,118590,228689,247009,286996,470402,608130,676563,728813,850056,936296],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
