,_1,_2,_3,_4
64,"@SweetnessShawnB Hes the POS that ramped up immigration for Canada, among other globalist policies.","(262144,[32531,49325,83564,107621,111304,132443,132710,140844,248976],[0.0,0.0,0.0,0.0,2.67012223826,0.0,0.0,0.0,5.53639644457])","[0.122919652379,0.119699587409,0.126473571128,0.111282575695,0.162538456245,0.120624574974,0.124723018123,0.111738564046]",4
77,"Hundreds may lose Canadian citizenship, resident status because of one corrupt immigration consultant ","(262144,[60294,111304,125372,130906,140586,161862,181609,194710,203154,203518,239196],[5.1151829795,2.67012223826,3.85353106358,5.40286505195,4.43778415591,5.40286505195,5.24871437212,5.36204305743,5.53639644457,5.48987642894,5.58518660874])","[0.0674405193272,0.0662429464112,0.0649693088671,0.065557752353,0.538747542411,0.0665110579831,0.0655446820857,0.0649861905621]",4
79,"Hundreds may lose Canadian citizenship, resident status because of  corrupt immigration consultant ","(262144,[60294,111304,130906,140586,161862,181609,194710,203154,203518,239196,249180],[5.1151829795,2.67012223826,5.40286505195,4.43778415591,5.40286505195,5.24871437212,5.36204305743,5.53639644457,5.48987642894,5.58518660874,2.33481211682])","[0.0707924259514,0.0678868299513,0.0665766558816,0.067322870051,0.523673771982,0.0690145917037,0.067852217706,0.0668806367734]",4
85,"let's be clear, the united states, australia, canada were not built on immigration","(262144,[56333,66246,101728,111304,190992,194478,248234],[0.0,0.0,2.59950467104,2.67012223826,0.0,0.0,6.01596952484])","[0.110946650049,0.125049642223,0.113078939807,0.106740730993,0.210341396142,0.113185449912,0.106814465434,0.11384272544]",4
88,Hundreds may lose Cdn citizenship &amp; PRt status cuz of 1 corrupt immigration consultant. #misrep ,"(262144,[59365,60294,66233,79669,111304,140586,181609,194710,203154,213022,229947,232501,236032,236232],[5.87286868119,5.1151829795,0.0,0.0,2.67012223826,4.43778415591,5.24871437212,5.36204305743,5.53639644457,3.0240908206,0.0,6.63500873324,0.0,4.91735723617])","[0.128309697951,0.151475734989,0.0701399044706,0.0715744471276,0.361078623607,0.0741206358392,0.0710178447205,0.0722831112951]",4
91,"@HughBinks @BasimaFaysal I'm from Canada, Muslim immigration is a burden onto Canada, and unwelcome.","(262144,[54020,80431,108067,111304,225739,247937,248976,255543],[0.0,0.0,0.0,2.67012223826,0.0,0.0,11.0727928891,0.0])","[0.1175963541,0.111968928675,0.129039162107,0.102671910351,0.197348135032,0.11247830346,0.125103034847,0.103794171428]",4
94,Canada Immigration Seminar by Rhonda Williams??RCIC ,"(262144,[62681,101728,111304,123037,243835],[6.78915941307,2.59950467104,2.67012223826,0.0,6.78915941307])","[0.0988894560111,0.110484048195,0.101271168832,0.0960193470475,0.296172248503,0.100743308481,0.0958973289511,0.100523093979]",4
104,"Hundreds may lose Canadian citizenship, resident status because of one corrupt immigration consultant ","(262144,[60294,111304,125372,130906,140586,161862,181609,194710,203154,203518,239196],[5.1151829795,2.67012223826,3.85353106358,5.40286505195,4.43778415591,5.40286505195,5.24871437212,5.36204305743,5.53639644457,5.48987642894,5.58518660874])","[0.0674405145797,0.0662429455074,0.064969308842,0.0655577521923,0.538747548486,0.0665110579414,0.065544681927,0.0649861905239]",4
112,#Labour crisis looms in #Canada??s agricultural sector #ForeignWorkers | Toronto Star ,"(262144,[56247,78443,103382,129797,141989,149531,171560,174395,213314,219922],[0.0,0.0,4.68909858419,0.0,4.84324926401,4.97000096965,4.99739994384,6.50147734062,6.38369430496,5.05455835768])","[0.0761974830837,0.0759648235092,0.0759736660481,0.0759663045338,0.426775588683,0.0759712883526,0.0759681402726,0.117182705517]",4
121,I just published ???India??s Best Immigration Consultant Camrose Canada 2016?? ,"(262144,[60549,97968,101728,111304,161862,166027,192459,211331],[0.0,0.0,2.59950467104,2.67012223826,5.40286505195,4.57358569706,0.0,0.0])","[0.161128429236,0.118902988979,0.106839034344,0.104746602579,0.193424854003,0.107489496239,0.10118700738,0.10628158724]",4
123,"Hundreds may lose Canadian citizenship, resident status because of one corrupt immigration consultant ","(262144,[60294,111304,125372,130906,140586,161862,181609,194710,203154,203518,239196],[5.1151829795,2.67012223826,3.85353106358,5.40286505195,4.43778415591,5.40286505195,5.24871437212,5.36204305743,5.53639644457,5.48987642894,5.58518660874])","[0.0674405426177,0.0662429474006,0.0649693089809,0.06555775324,0.538747514748,0.066511059395,0.0655446828865,0.0649861907318]",4
124,@pmgjones @stephen_taylor ...have a sneaking suspicion she won't be a resident of Canada if Immigration dep't grows a pair,"(262144,[35247,66293,76761,101728,111304,127013,197900,203518,222465,225078,226853],[0.0,0.0,0.0,2.59950467104,2.67012223826,0.0,0.0,5.48987642894,0.0,0.0,0.0])","[0.111666931285,0.126210808446,0.114008447007,0.10752482951,0.205853409758,0.114150680401,0.107515602613,0.11306929098]",4
160,Hundreds may lose their Canadian citizenship or residency because of one corrupt immigration consultant: @dougquan ,"(262144,[59365,60294,100144,111304,125372,130906,140586,160349,194710,203154,219080],[5.87286868119,5.1151829795,0.0,2.67012223826,3.85353106358,5.40286505195,4.43778415591,0.0,5.36204305743,5.53639644457,0.0])","[0.0799943120425,0.138182839592,0.0757762392604,0.0768199795261,0.398114294558,0.0785102147521,0.0767816523994,0.0758204678689]",4
161,"Hundreds may lose Canadian citizenship, resident status because of one corrupt immigration consultant ","(262144,[60294,111304,125372,130906,140586,161862,181609,194710,203154,203518,239196],[5.1151829795,2.67012223826,3.85353106358,5.40286505195,4.43778415591,5.40286505195,5.24871437212,5.36204305743,5.53639644457,5.48987642894,5.58518660874])","[0.0674415617761,0.0662430658711,0.0649693160552,0.0655578191763,0.538746049991,0.0665112407497,0.0655447451741,0.0649862012069]",4
172,Labour crisis in Canada??s agricultural sector: new study calls for more robust migrant farm worker program #cdnimm ,"(262144,[29945,31313,34857,58907,116282,141989,149531,210452,228094,234835,241852,246762,250160,260955],[2.66471681969,6.1830236095,4.91735723617,0.0,6.78915941307,4.84324926401,4.97000096965,6.2783337893,4.97000096965,0.0,0.0,0.0,0.0,5.87286868119])","[0.223939506292,0.0728089107595,0.0720356418523,0.0703277660154,0.348779325597,0.0704834877795,0.069885988419,0.0717393732853]",4
179,"The Easiest way to Migrate to Canada, Revealed! ","(262144,[18656,137714,199255,214570,248976],[0.0,0.0,4.53786761446,0.0,5.53639644457])","[0.114624690183,0.110220858604,0.14892822513,0.107214243318,0.164634810361,0.118580227011,0.126734374352,0.109062571039]",4
183,", resident status because of one corrupt immigration consultant ","(262144,[111304,125372,161862,181609,203154,203518,210995],[2.67012223826,3.85353106358,5.40286505195,5.24871437212,5.53639644457,5.48987642894,5.53639644457])","[0.0818431574048,0.081889895271,0.140360440366,0.0801883471792,0.373178470607,0.0823842422958,0.080535414968,0.0796200319083]",4
184,"Hundreds may lose citizenship, resident status because of one corrupt BC... ","(262144,[42547,60294,125372,140586,181609,194710,203154,203518,239196],[0.0,5.1151829795,3.85353106358,4.43778415591,5.24871437212,5.36204305743,5.53639644457,5.48987642894,5.58518660874])","[0.0753862982846,0.0735924485869,0.0735418635685,0.0742512461997,0.481835239283,0.0735982898235,0.0741681602868,0.0736264539672]",4
190,Resign? - deport her she lied on her immigration documents - what an insult to Canada ,"(262144,[45531,81399,89261,95866,101728,111304,142136,196419],[5.28676535443,0.0,0.0,0.0,2.59950467104,2.67012223826,0.0,6.50147734062])","[0.105954909816,0.123904834522,0.110498929877,0.105643001629,0.190364485024,0.12668531532,0.107800732523,0.12914779129]",4
191,"Hundreds may lose Canadian citizenship,resident status because of 1 corrupt immigration consultant ","(262144,[60294,111304,130906,140586,161862,181609,194710,203154,236232,258182],[5.1151829795,2.67012223826,5.40286505195,4.43778415591,5.40286505195,5.24871437212,5.36204305743,5.53639644457,4.91735723617,0.0])","[0.0760897708207,0.0881104745543,0.0719757452074,0.072068919948,0.472936209327,0.0751584397664,0.072316565753,0.071343874623]",4
198,"Hundreds may lose Canadian citizenship, resident status because of one corrupt immigration consultant ","(262144,[60294,111304,125372,130906,140586,161862,181609,194710,203154,203518,239196],[5.1151829795,2.67012223826,3.85353106358,5.40286505195,4.43778415591,5.40286505195,5.24871437212,5.36204305743,5.53639644457,5.48987642894,5.58518660874])","[0.0674414613217,0.0662430539363,0.0649693153202,0.065557813131,0.538746196574,0.0665112216924,0.0655447378874,0.0649862001374]",4
200,Lmao @Canada give him immigration already FFS ,"(262144,[62713,76966,107367,111304,153027,180865],[5.21362305231,0.0,4.27685378909,2.67012223826,0.0,0.0])","[0.111844597629,0.131062210282,0.112673922678,0.124860056646,0.139462643072,0.11376888905,0.135485389775,0.130842290867]",4
205,Labour crisis looms in Canada??s agricultural sector | Toronto Star ,"(262144,[34857,103382,141989,149531,171560,174395,213314,219922,228094],[4.91735723617,4.68909858419,4.84324926401,4.97000096965,4.99739994384,6.50147734062,6.38369430496,5.05455835768,4.97000096965])","[0.0690354347964,0.0688337512538,0.0688414175309,0.0688354455938,0.481356172535,0.0688393561303,0.0688366268175,0.105421795342]",4
206,"Hundreds may lose citizenship, resident status because of one deceitful immigration consultant ","(262144,[60294,111304,125372,140586,161862,181609,184019,194710,203518,239196],[5.1151829795,2.67012223826,3.85353106358,4.43778415591,5.40286505195,5.24871437212,0.0,5.36204305743,5.48987642894,5.58518660874])","[0.075339479533,0.0736961672098,0.0720490731727,0.072840013826,0.487136155147,0.0740441039871,0.0728202189487,0.0720747881754]",4
207,"Hundreds may lose citizenship, resident status because of one deceitful immigration consultant ","(262144,[60294,111304,125372,140586,161862,181609,184019,194710,203518,239196],[5.1151829795,2.67012223826,3.85353106358,4.43778415591,5.40286505195,5.24871437212,0.0,5.36204305743,5.48987642894,5.58518660874])","[0.0753394535295,0.0736961647119,0.0720490730254,0.0728400126694,0.487136184421,0.074044105796,0.0728202178887,0.0720747879579]",4
212,Labour crisis looms in Canada??s agricultural sector ,"(262144,[34857,141989,149531,171560,219922,228094],[4.91735723617,4.84324926401,4.97000096965,4.99739994384,5.05455835768,4.97000096965])","[0.0826186659783,0.082618665986,0.0826186659761,0.0826193503537,0.4180465139,0.0826186659762,0.082618665977,0.0862408058532]",4
213,"Hundreds may lose Canadian citizenship, resident status because of one corrupt immigration consultant ","(262144,[60294,111304,125372,130906,140586,161862,181609,194710,203154,203518,239196],[5.1151829795,2.67012223826,3.85353106358,5.40286505195,4.43778415591,5.40286505195,5.24871437212,5.36204305743,5.53639644457,5.48987642894,5.58518660874])","[0.0674405165525,0.0662429464999,0.0649693088624,0.0655577523946,0.53874754411,0.0665110589479,0.0655446820772,0.0649861905555]",4
215,"Hundreds may lose Canadian citizenship, resident status because of one corrupt #immigration consultant: ","(262144,[32525,60294,125372,130906,140586,160349,181609,194710,203154,203518,239196],[4.52047587175,5.1151829795,3.85353106358,5.40286505195,4.43778415591,0.0,5.24871437212,5.36204305743,5.53639644457,5.48987642894,5.58518660874])","[0.069140642835,0.067779181931,0.0676937566026,0.0685047218469,0.508008936234,0.081987594085,0.0675616320546,0.0693235344111]",4
218,"Hundreds may lose Canadian citizenship, resident status because of one corrupt immigration consultant","(262144,[60294,111304,125372,130906,140586,161862,181609,194710,203154,203518,239196],[5.1151829795,2.67012223826,3.85353106358,5.40286505195,4.43778415591,5.40286505195,5.24871437212,5.36204305743,5.53639644457,5.48987642894,5.58518660874])","[0.0674405322255,0.0662429470394,0.0649693089307,0.0655577528483,0.538747527287,0.0665110584583,0.0655446825551,0.0649861906557]",4
219,"Hundreds may lose Canadian citizenship, resident status because of one corrupt immigration consultant. ","(262144,[60294,111304,125372,130906,140586,181609,194710,203154,203518,236032,239196],[5.1151829795,2.67012223826,3.85353106358,5.40286505195,4.43778415591,5.24871437212,5.36204305743,5.53639644457,5.48987642894,0.0,5.58518660874])","[0.0711127669548,0.0697223641676,0.0682825492319,0.0689595231267,0.514650250615,0.0700259420321,0.0689434643626,0.068303139509]",4
231,@DeerOnDrug No. They're actually looser. ,"(262144,[132975,163959,175183,187236],[5.87286868119,0.0,0.0,0.0])","[0.11502210245,0.117576346772,0.113567505313,0.113512713709,0.199731135641,0.113526255267,0.113537894199,0.11352604665]",4
232,"Hundreds may lose Canadian citizenship, resident status because of one corrupt immigration consultant ","(262144,[60294,111304,125372,130906,140586,161862,181609,194710,203154,203518,239196],[5.1151829795,2.67012223826,3.85353106358,5.40286505195,4.43778415591,5.40286505195,5.24871437212,5.36204305743,5.53639644457,5.48987642894,5.58518660874])","[0.0674405266717,0.0662429461259,0.0649693088903,0.0655577524833,0.538747536045,0.0665110569927,0.0655446821962,0.0649861905947]",4
235,"Hundreds may lose Canadian citizenship, resident status because of one corrupt immigration consultant | NP ","(262144,[60294,103382,111304,125372,130906,140586,161862,168180,181609,194710,203154,203518,239196],[5.1151829795,4.68909858419,2.67012223826,3.85353106358,5.40286505195,4.43778415591,5.40286505195,0.0,5.24871437212,5.36204305743,5.53639644457,5.48987642894,5.58518660874])","[0.0648678936728,0.063550253492,0.0623618580158,0.0629081819022,0.529012626474,0.0638069993447,0.0628972232646,0.0905949638342]",4
237,@SomersetBaller @Canuckle_head @K69atie The US NZ Oz and Canada CANT limit immigration. But Europe can and should,"(262144,[21872,33797,56795,85949,101728,105842,131440,146114,166320,174915,243658],[4.33242364025,0.0,0.0,5.94186155268,2.59950467104,0.0,0.0,0.0,0.0,0.0,6.63500873324])","[0.0946235149413,0.105294729163,0.110835193176,0.100495207686,0.192600220514,0.155815297303,0.0955352485137,0.144800588703]",4
238,How To Join Canadian Universities?,"(262144,[84769,130906,235240],[0.0,5.40286505195,6.1830236095])","[0.104375790089,0.104281254291,0.108115432321,0.110077025987,0.184221488996,0.12905855773,0.155631602041,0.104238848546]",4
239,That Sunny Wang's former clients may now be deported is a reminder to retain only honest &amp; reputable counsel #cdnimm ,"(262144,[10369,14724,28175,47205,73558,97708,102764,105787,140586,186169,213022,221913,260955],[0.0,0.0,0.0,0.0,6.63500873324,0.0,0.0,0.0,4.43778415591,6.09601223251,3.0240908206,0.0,5.87286868119])","[0.125426576828,0.0981119035027,0.0907066834624,0.137998184073,0.182812208826,0.0895636382169,0.181895363501,0.0934854415898]",4
240,That Sunny Wang's former clients may now be deported is a reminder to retain only honest &amp; reputable counsel #cdnimm ,"(262144,[10369,14724,28175,47205,73558,97708,102764,105787,140586,186169,213022,221913,260955],[0.0,0.0,0.0,0.0,6.63500873324,0.0,0.0,0.0,4.43778415591,6.09601223251,3.0240908206,0.0,5.87286868119])","[0.125417813119,0.098112191763,0.0907066964104,0.138001437974,0.182823120154,0.0895636545592,0.18188961953,0.0934854664906]",4
241,Have you seen #Canada's immigration plan for 2017? The details are right here: ,"(262144,[104587,111304,118590,138912,153433,186593,215763,232427],[6.63500873324,2.67012223826,4.36141117712,5.40286505195,0.0,5.63647990313,0.0,5.94186155268])","[0.122312462592,0.0899914734179,0.122994453729,0.0975718889613,0.191158945046,0.146158237383,0.118252738965,0.111559799906]",4
253,"Hundreds may lose citizenship, resident status because of one corrupt BC immigration consultant ","(262144,[29326,60294,111304,125372,140586,161862,181609,194710,203154,203518,239196],[6.09601223251,5.1151829795,2.67012223826,3.85353106358,4.43778415591,5.40286505195,5.24871437212,5.36204305743,5.53639644457,5.48987642894,5.58518660874])","[0.0671036192841,0.0661008874975,0.0646002374646,0.0651886440985,0.527061619784,0.0685825688442,0.0767716640849,0.0645907589417]",4
255,Labour crisis looms in Canada??s agricultural sector ,"(262144,[34857,141989,149531,171560,219922,228094],[4.91735723617,4.84324926401,4.97000096965,4.99739994384,5.05455835768,4.97000096965])","[0.0826186659783,0.082618665986,0.0826186659761,0.0826193503006,0.418048446591,0.0826186659762,0.082618665977,0.0862388732148]",4
259,"Hundreds may lose Canadian citizenship, resident status because of one deceitful immigration consultant ","(262144,[60294,111304,125372,130906,140586,161862,181609,184019,194710,203518,239196],[5.1151829795,2.67012223826,3.85353106358,5.40286505195,4.43778415591,5.40286505195,5.24871437212,0.0,5.36204305743,5.48987642894,5.58518660874])","[0.0712088452938,0.0698130698979,0.0683687355457,0.0690481560313,0.514022135584,0.0701176139726,0.0690320120647,0.0683894316105]",4
