,text,features,prediction
1099,#iPad therefore I am.  What is the line like at the #Apple Store near #SXSW in Austin?  send pics!,"(1048576,[232359,269511,337453,360166,412422,470402,485062,503244,506019,634366,642258,847873,1035612],[3.85353106358,2.53354670325,6.01596952484,7.48230659363,6.01596952484,3.49332254706,7.48230659363,0.615026147212,5.53639644457,3.45102016737,7.48230659363,3.87138868098,4.66962423363])",2
1102,Horrible repressed memories of the Apple spinning beach ball coming back at the #progressbar talk. #sxsw,"(1048576,[220951,335510,450941,462367,503244,544082,601295,788980,847579,918702,943809,1022695],[6.97148096986,4.43778415591,7.48230659363,2.24763925416,0.615026147212,7.48230659363,7.48230659363,6.97148096986,7.48230659363,5.21362305231,6.97148096986,7.19462452118])",2
1103,Google fires a shot at Foursquare with check-in rewards and titles {link} #Android #EastSidePies #GoogleMaps #SXSW #ToyJoyBuy,"(1048576,[95052,208746,225949,256047,371610,412681,490671,503244,657612,853104,936296,1002894,1039956],[7.48230659363,7.48230659363,5.74770553824,6.97148096986,4.64909324957,1.30643932352,5.63647990313,0.615026147212,6.1830236095,7.48230659363,6.97148096986,6.1830236095,2.0086363396])",2
1104,Google fires a shot at Foursquare with check-in rewards and titles {link} #sxsw,"(1048576,[225949,256047,412681,490671,503244,657612,936296,1002894,1039956],[5.74770553824,6.97148096986,1.30643932352,5.63647990313,0.615026147212,6.1830236095,6.97148096986,6.1830236095,2.0086363396])",2
1105,Awesome presentation on digital magazines {link} #touchingstories #SXSW #gsdm,"(1048576,[344639,412681,503244,533470,581941,608175,731482,854321],[5.44542466637,1.30643932352,0.615026147212,5.74770553824,5.53639644457,5.58518660874,5.40286505195,5.36204305743])",2
1108,"Most interesting question at #SXSW so far, at Google talk: &quot;What happens to us if we lose this ability to discover and need to discover?&quot;","(1048576,[35383,126814,216631,233248,252717,441025,456854,467075,503244,546160,579670,869593,891930,1039956],[6.01596952484,6.63500873324,7.48230659363,7.48230659363,5.63647990313,6.97148096986,5.36204305743,6.2783337893,0.615026147212,4.33242364025,6.97148096986,3.5702835882,7.48230659363,2.0086363396])",2
1110,"adaptive retail -- apple to open pop-up shop at #sxsw. skillfully done, cupertino: {link}","(1048576,[45755,177024,319179,412681,462367,672633,693815,733899,859106,952269,957324,1011981],[7.48230659363,6.1830236095,3.94618989407,1.30643932352,2.24763925416,3.40476914972,4.22421005561,4.8197187666,7.48230659363,5.21362305231,7.48230659363,7.48230659363])",2
1111,"while charging my iPhone battery, I've downloaded a .#hipstamatic pack #sxsw edition.  {link}","(1048576,[45283,56559,126532,299467,315891,412681,503244,504541,708107,1035612],[6.38369430496,2.75491877492,7.48230659363,7.48230659363,6.97148096986,1.30643932352,0.615026147212,7.48230659363,6.97148096986,2.33481211682])",2
1112,"#sxsw   Tried 2 days with iPAD, w/o MacBook Pro.  the experiment is over. I heart a real keyboard.","(1048576,[102296,174475,362223,372734,422798,440774,503244,645576,756033,811130,902936,982776,998485,1035612],[6.09601223251,5.53639644457,5.80833016006,6.97148096986,7.48230659363,5.36204305743,0.615026147212,6.63500873324,7.19462452118,5.48987642894,6.1830236095,7.48230659363,2.8125978865,7.00443635045])",2
1113,For any friends coming to Austin for SXSW: {link} #Austin #sxsw,"(1048576,[222394,335510,393438,412681,439132,503244,1039291],[5.48987642894,4.43778415591,5.02557082081,1.30643932352,5.74770553824,0.615026147212,3.04752939357])",2
1114,Google (tries again) to launch a new social network called Circles: {link} #sxsw,"(1048576,[29945,102257,178534,178625,215949,382874,412681,503244,631504,985574,1039956],[2.66471681969,3.46292506988,4.17419963503,6.63500873324,3.39353307646,3.94618989407,1.30643932352,0.615026147212,6.63500873324,6.63500873324,2.0086363396])",2
1117,"The #CNNGrill is celebrating #piday with pecan, apple and strawberry rhubarb pies. Let the circumferences begin! #SXSW #SXSWI","(1048576,[45837,128427,150765,189562,200864,293846,462367,475704,503244,506406,850620,887621,922575],[7.48230659363,7.48230659363,6.97148096986,6.63500873324,7.48230659363,7.48230659363,2.24763925416,7.48230659363,0.615026147212,7.48230659363,4.99739994384,4.1620782745,7.48230659363])",2
1119,#Google Crisis Response has a site up w/ good info on Japanese earthquake/tsunami: {link} #SXSW #SXSWi,"(1048576,[180708,242471,412681,437943,503244,646839,666277,673402,742573,881283,887621,899864],[5.58518660874,6.97148096986,1.30643932352,4.30425276328,0.615026147212,3.87138868098,4.89203942818,7.48230659363,6.63500873324,5.6905471244,4.1620782745,4.13826762581])",2
1120,#SXSW: Marissa Mayer keynote- 40% Of Google Maps Usage Is Mobile (And There Are 150 Million Mobile Users),"(1048576,[12442,167634,236352,327815,430007,462001,600598,710046,788084,822181,920201,1003639,1039956],[4.57358569706,6.1830236095,6.38369430496,7.48230659363,6.97148096986,4.68909858419,6.1830236095,5.80833016006,4.18646972762,4.57358569706,6.63500873324,8.27653525161,2.0086363396])",2
1121,"#SXSW: Marissa Mayer's favorite non-Google product: her Swiss watch, bought as intern 12 years ago. Brings that simplicity to Goog.","(1048576,[12442,503279,574131,592120,594897,598761,701687,740625,748287,750942,759251,822181,848814,955999,985542,1045794],[4.57358569706,7.48230659363,6.97148096986,6.97148096986,6.97148096986,4.99739994384,7.48230659363,6.97148096986,6.38369430496,7.48230659363,5.87286868119,4.57358569706,6.1830236095,6.1830236095,6.97148096986,5.53639644457])",2
1122,During Marissa Mayer's presentation at #SXSW they did  a demo of Google maps version 5.2 on mobile and it was pretty impressive.,"(1048576,[267939,437593,503244,537268,660837,731482,783096,788084,822181,955999,1003639,1035612,1039956],[5.80833016006,5.44542466637,0.615026147212,7.48230659363,6.63500873324,5.40286505195,5.63647990313,4.18646972762,4.57358569706,6.1830236095,4.13826762581,2.33481211682,2.0086363396])",2
1123,Google Marissa Mayer: mobile phone as a cursor of physical location - new version of map fast and more real life like   #sxsw,"(1048576,[29945,43770,172517,174475,267939,351183,448856,470402,503244,547313,569819,597629,727897,822181,899935,1003639,1035612,1039956],[2.66471681969,6.1830236095,5.14693167781,5.53639644457,5.80833016006,6.38369430496,5.44542466637,3.49332254706,0.615026147212,7.48230659363,2.64338267721,5.14693167781,7.48230659363,4.57358569706,5.53639644457,4.13826762581,4.66962423363,2.0086363396])",2
1126,"Our cab driver is well prepared for #sxsw - he's got a laptop, a Blackberry and iPhone by his dashboard.","(1048576,[56559,264657,293607,367111,404775,503244,519801,569819,711213,866278,959357],[2.75491877492,6.97148096986,3.92695853214,7.19462452118,7.19462452118,0.615026147212,7.48230659363,2.64338267721,5.21362305231,6.1830236095,6.63500873324])",2
1127,Go to emarketer &amp; some Google PDF snooping for marketing stats. #SXSW #elevate,"(1048576,[242616,283096,503244,627843,691711,696765,737310,822745,843431,1039956],[5.74770553824,7.48230659363,0.615026147212,7.48230659363,7.48230659363,4.07005937578,3.0240908206,7.48230659363,7.48230659363,2.0086363396])",2
1128,"Hiring marketers, designers, creatives, social media pros... Come see #Aquent booth 1415 #SXSW trade show. You might win iPad 2","(1048576,[86203,121332,184218,215949,215995,218760,409945,459448,466524,490924,503244,560847,659549,715524,725374,752271,801964,834946,998485],[5.87286868119,7.48230659363,7.48230659363,3.39353307646,3.77689783756,7.48230659363,4.99739994384,5.02557082081,4.64909324957,4.30425276328,0.615026147212,6.97148096986,7.48230659363,5.6905471244,7.48230659363,2.1085725878,7.48230659363,7.48230659363,2.8125978865])",2
1129,Social marketing experts at #SXSW: Everyone has to face facts &amp; admit that Apple again showed everyone how marketing is done. #CNET,"(1048576,[12442,49206,86504,105528,215949,242616,247394,392912,462367,515158,561389,737310,882206],[4.57358569706,6.63500873324,7.48230659363,7.48230659363,3.39353307646,11.4954110765,6.2783337893,7.48230659363,2.24763925416,6.97148096986,10.6456446886,3.0240908206,7.48230659363])",2
1135,False Alarm: Google Circles Not Coming Now???and Probably Not Ever {link} more {link} #SXSW #SXSWi,"(1048576,[18737,335510,411065,412681,494932,503244,778098,835488,887621,990234,1039956],[5.80833016006,4.43778415591,5.02557082081,2.61287864705,6.1830236095,0.615026147212,6.97148096986,4.11501076364,4.1620782745,5.1151829795,2.0086363396])",2
1136,False Alarm: Google Circles Not Coming Now???and Probably Not Ever? - {link} #Google #Circles #Social #SXSW,"(1048576,[18737,237345,307350,335510,411065,412681,494932,503244,569819,646839,730078,778098,835488,1039956],[5.80833016006,7.48230659363,5.21362305231,4.43778415591,5.02557082081,1.30643932352,6.1830236095,0.615026147212,2.64338267721,3.87138868098,6.1830236095,6.97148096986,4.11501076364,2.0086363396])",2
1137,"False Alarm: Google Circles Not Coming Now, And Probably Not Ever {link} - so much for reports that it would unveil at #sxsw","(1048576,[18737,76764,335510,411065,412681,494932,503244,520265,569819,835488,960879,961551,990234,1039956],[5.80833016006,4.79672924838,4.43778415591,5.02557082081,1.30643932352,6.1830236095,0.615026147212,6.63500873324,2.64338267721,4.11501076364,6.97148096986,5.63647990313,5.1151829795,2.0086363396])",2
1138,"False Alarm: Google Circles Not Coming Now, And Probably Not Ever #sxsw {link}","(1048576,[18737,335510,411065,412681,494932,503244,835488,961551,990234,1039956],[5.80833016006,4.43778415591,5.02557082081,1.30643932352,6.1830236095,0.615026147212,4.11501076364,5.63647990313,5.1151829795,2.0086363396])",2
1140,Just informed you have to take your iPad out when you have a &quot;cluttered bag.&quot; Apparently X-Ray technology can't see through books. WTF #sxsw,"(1048576,[60943,215995,322993,499388,503244,505699,752271,824500,842071,894007,935917,1020344],[7.48230659363,3.77689783756,7.48230659363,5.6905471244,0.615026147212,7.48230659363,2.1085725878,6.09601223251,3.63215899192,7.48230659363,7.48230659363,7.48230659363])",2
1141,"97% of farmers own mobile phone, 43% of those own a smartphone. Marketshare - BB - 33% 18%  Android, 10% iPhone. #mobilefarm #sxsw","(1048576,[57487,102512,119658,326853,336519,353278,371198,402418,435973,503244,569819,706886,892333,923837,993495,1003639,1035612],[5.74770553824,7.48230659363,7.48230659363,6.63500873324,7.48230659363,6.97148096986,7.48230659363,7.48230659363,4.53786761446,0.615026147212,5.28676535443,7.48230659363,7.48230659363,6.97148096986,7.48230659363,4.13826762581,2.33481211682])",2
1142,I'm concerned about #Adobe; #Mint migrating #Flex to #HTML5 for #iOS and #Android mobile apps. #sxsw,"(1048576,[261444,371610,393177,483190,503244,727811,769872,802593,881870,972936,1003639],[7.48230659363,4.64909324957,7.48230659363,7.48230659363,0.615026147212,7.48230659363,7.48230659363,7.48230659363,6.97148096986,6.97148096986,4.13826762581])",2
1143,iPad 2 turned into giant camera looks plain stupid #sxsw,"(1048576,[28182,251329,372837,499423,503244,674704,712213,752271,998485],[7.19462452118,6.2783337893,4.86734681559,6.09601223251,0.615026147212,7.48230659363,7.48230659363,2.1085725878,2.8125978865])",2
1144,Cool Internet art: Google will eat itself. Google ads revenue used  to buy google stock. #sxsw,"(1048576,[32255,223619,439913,503244,644697,665087,665465,685349,692668,856821,1033826,1035612,1039956],[6.97148096986,5.48987642894,6.38369430496,0.615026147212,7.48230659363,7.48230659363,7.48230659363,5.48987642894,5.6905471244,4.36141117712,6.97148096986,2.33481211682,6.02590901881])",2
1145,#SXSW learning how Google is about to get all &quot;Contextual&quot; with our &quot;Discovery&quot;... (@mention Austin Convention Center) {link},"(1048576,[111706,362039,412681,503244,570812,636402,672549,732603,950416,1039291,1039956],[7.48230659363,3.36598312469,1.30643932352,0.615026147212,5.36204305743,4.77425639253,7.48230659363,7.48230659363,6.50147734062,3.04752939357,2.0086363396])",2
1146,Great Intro to #saveustechies #sxsw: VIDEO: the Surui Carbon Project from Google Earth Engine {link},"(1048576,[12442,67057,78615,123535,138356,269617,342544,385362,412681,500911,1019815,1039956],[4.57358569706,6.38369430496,6.78915941307,7.48230659363,4.01657069083,6.38369430496,6.97148096986,7.48230659363,1.30643932352,7.48230659363,6.38369430496,2.0086363396])",2
1147,"#SxSW approaching &amp; so are our soft launch plans.#Android demo running,flyers printed and T-shirts packed for #Austin.","(1048576,[57919,102257,119124,235239,274675,462993,503244,640186,737310,764286,783096,878967],[5.53639644457,3.46292506988,6.97148096986,6.63500873324,6.63500873324,6.97148096986,0.615026147212,6.97148096986,3.0240908206,6.97148096986,5.63647990313,6.97148096986])",2
1148,"&quot;Android users are not iPhone users. (They use the Options menu, and Contextual menu)&quot; ~@mention #sxsw","(1048576,[26580,56559,95051,171740,379017,476953,494298,503244,517259,703409,850812,930189],[7.48230659363,2.75491877492,6.38369430496,7.48230659363,4.33242364025,6.63500873324,7.48230659363,0.615026147212,4.8197187666,7.48230659363,7.48230659363,7.48230659363])",2
1149,#sxsw Android users: we're proud of you.,"(1048576,[140586,287291,503244,690212,781449],[4.43778415591,3.8447204339,0.615026147212,6.38369430496,7.48230659363])",2
1150,"Hearing from ex-Apple, ex-Pentagram industrial designer. Really cool perspective. #sxsw #gsdm","(1048576,[14,5476,223619,368112,391226,503244,628272,748542,767830,854321],[4.37622626291,7.48230659363,5.48987642894,7.48230659363,7.48230659363,0.615026147212,7.48230659363,6.97148096986,7.48230659363,5.36204305743])",2
1151,Hot Pot from Google for mobile maps is a 'very' interesting new app. #sxsw #sxswi,"(1048576,[29945,136065,184856,252717,503244,788084,828775,887621,1003639,1039956,1045486],[2.66471681969,6.63500873324,5.44542466637,5.63647990313,0.615026147212,4.18646972762,5.6905471244,4.1620782745,4.13826762581,2.0086363396,7.48230659363])",2
1152,Learned from sponsored #sxsw software: 1) Austin = nice walking city; 2) Mapquest = piece of shit mapping software. (go Google Maps!) #fb,"(1048576,[42864,99715,142830,364534,431027,431223,494559,503244,535122,561670,565251,588364,628002,761000,808778,832245,919948,1020780,1039291,1039956],[7.48230659363,7.48230659363,6.97148096986,5.6905471244,7.48230659363,6.97148096986,7.48230659363,0.615026147212,7.48230659363,5.74770553824,6.63500873324,5.74770553824,7.48230659363,5.21362305231,5.48987642894,6.97148096986,6.97148096986,10.5701640326,3.04752939357,2.0086363396])",2
1153,"Special promo for #sxsw attendees! {link} Meetchu, quick-contact capture LYKWXHPYTERH TT66H9TJN4YE RT6N79XP37FF TYP63MMAM7W3","(1048576,[159281,412681,414645,478192,495932,503244,530880,553910,711212,953939,954783,977629],[6.38369430496,1.30643932352,7.48230659363,7.48230659363,7.48230659363,0.615026147212,6.97148096986,7.48230659363,7.48230659363,7.48230659363,7.48230659363,7.48230659363])",2
1154,#SXSW impromptu Apple store line is about 2 blocks long!  {link},"(1048576,[269511,333353,412681,462367,503244,508250,634366,775260,998485,1035612],[2.53354670325,7.48230659363,1.30643932352,2.24763925416,0.615026147212,6.97148096986,3.45102016737,6.63500873324,2.8125978865,2.33481211682])",2
1155,"Out of a room of 50+ people, only 1 other person than I makes accessible apps... And he works for Google Android #SXSW #donline","(1048576,[250475,287291,426830,499480,503244,528492,565458,614668,648245,760520,799320,991737,1039956],[5.28508201629,3.8447204339,5.53639644457,7.48230659363,0.615026147212,6.97148096986,6.63500873324,7.19462452118,7.48230659363,4.91735723617,5.02557082081,5.80833016006,2.0086363396])",2
